Genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,geneID
Up-regulated,GO:0044706,multi-multicellular organism process,42/1856,188/16344,1.1848361291465187e-5,3.940957845841415e-4,TACR1/ITGA2/STC2/ACSL4/CLDN4/SPP1/ADRA2A/STC1/CLIC5/MMP9/WNT4/LIF/EPO/P2RX1/SLC38A1/COL16A1/TPPP3/THBD/IGFBP2/CAPN2/VDR/LDOC1/ITGB4/IGFBP7/TIMP1/MMP2/PRDM1/PTGS2/AQP4/FBLN1/ITGA3/MAFF/GJA1/BCL2/TGFB3/RGS2/PCSK5/HYAL3/JUNB/DDR1/BSG/SMURF2
Up-regulated,GO:0061138,morphogenesis of a branching epithelium,40/1856,176/16344,1.2340404556098103e-5,4.080893321701575e-4,GPC3/SPINT1/SEMA3E/FGF7/TACSTD2/SOX9/SPINT2/WNT2B/GRHL2/WNT4/PDGFA/ST14/COL4A1/SEMA3C/TNF/VDR/PKHD1/MDK/MYC/SEMA3A/SLIT2/SULF1/BCL2/HGF/FGFR2/HNF1B/MMP14/DDR1/SPRY1/EPHA2/ENG/EXT1/PML/SRC/TGM2/TBX2/PLXNA1/DLG5/YAP1/ILK
Up-regulated,GO:0001763,morphogenesis of a branching structure,42/1856,189/16344,1.3589490454565681e-5,4.4681307408373714e-4,GPC3/SPINT1/SEMA3E/FGF7/TACSTD2/SOX9/SPINT2/WNT2B/GRHL2/WNT4/BCL11A/PDGFA/ST14/COL4A1/SEMA3C/TNF/VDR/PKHD1/PRDM1/MDK/MYC/SEMA3A/SLIT2/SULF1/BCL2/HGF/FGFR2/HNF1B/MMP14/DDR1/SPRY1/EPHA2/ENG/EXT1/PML/SRC/TGM2/TBX2/PLXNA1/DLG5/YAP1/ILK
Up-regulated,GO:0070663,regulation of leukocyte proliferation,50/1856,240/16344,1.4434854262912858e-5,4.697835155570008e-4,CCL19/FOXJ1/TACR1/VTCN1/CD24/TNFRSF13C/MZB1/HLA-G/CLCF1/EPO/SLAMF1/SLC7A1/LGALS3/IGFBP2/JAK3/CCR2/CD22/RIPK3/CCDC88B/CD6/ZAP70/CD3E/EPHB2/BCL2/RASAL3/SPN/CORO1A/TFRC/MNDA/TNFRSF21/PDE5A/PYCARD/CDKN1A/VSIR/LRRC32/PTPN22/IL27RA/CSF2RB/IL18/GSTP1/NCK2/RAC2/ANXA1/SYK/TNFAIP3/BTN2A2/HLA-A/PTPRC/DLG5/PTPN6
Up-regulated,GO:0010714,positive regulation of collagen metabolic process,11/1856,23/16344,1.4452350767004392e-5,4.697835155570008e-4,ITGA2/WNT4/CCN2/RGCC/RUNX1/TGFB3/TGFB1/VIM/VSIR/ENG/SUCO
Up-regulated,GO:0007565,female pregnancy,38/1856,165/16344,1.4645542743471703e-5,4.7337372901356845e-4,ITGA2/STC2/ACSL4/CLDN4/SPP1/ADRA2A/STC1/CLIC5/MMP9/WNT4/LIF/EPO/SLC38A1/COL16A1/TPPP3/THBD/IGFBP2/CAPN2/VDR/LDOC1/ITGB4/IGFBP7/TIMP1/MMP2/PRDM1/PTGS2/AQP4/FBLN1/ITGA3/GJA1/BCL2/TGFB3/RGS2/PCSK5/JUNB/DDR1/BSG/SMURF2
Up-regulated,GO:0046849,bone remodeling,24/1856,85/16344,1.6422349494559733e-5,5.278216935863834e-4,SPP1/CTHRC1/GPR55/IL20RA/MDK/CTSK/LRRK1/GJA1/TGFB3/TGFB1/TFRC/RAB3D/MITF/EPHA2/TNFRSF11B/SYK/TNFAIP3/NCDN/EXT1/LTBP3/SRC/ITGB3/SUCO/CSK
Up-regulated,GO:0032944,regulation of mononuclear cell proliferation,47/1856,222/16344,1.6674184174659705e-5,5.329218305208278e-4,CCL19/FOXJ1/TACR1/VTCN1/CD24/TNFRSF13C/MZB1/HLA-G/CLCF1/EPO/SLAMF1/SLC7A1/LGALS3/IGFBP2/JAK3/CCR2/CD22/RIPK3/CCDC88B/CD6/ZAP70/CD3E/EPHB2/BCL2/RASAL3/SPN/CORO1A/TFRC/MNDA/TNFRSF21/PDE5A/PYCARD/CDKN1A/VSIR/LRRC32/PTPN22/IL27RA/IL18/NCK2/RAC2/ANXA1/SYK/BTN2A2/HLA-A/PTPRC/DLG5/PTPN6
Up-regulated,GO:0022408,negative regulation of cell-cell adhesion,40/1856,179/16344,1.880717526913855e-5,5.977547206374536e-4,FOXJ1/EPCAM/VTCN1/TNR/CCL21/SPINT2/HLA-G/JAG1/RGCC/LGALS3/JAK3/PODXL/MDK/LAX1/RUNX1/ZNF703/RIPOR2/TGFB1/CCL28/MYADM/SPN/TNFRSF21/PDE5A/PRKG1/VSIR/KLF4/LRRC32/PTPN22/ZC3H12A/FGL1/ANXA1/TRPV4/BTN2A2/AKNA/FXYD5/DLG5/CEACAM1/SWAP70/PAG1/PTPN6
Up-regulated,GO:0031532,actin cytoskeleton reorganization,28/1856,108/16344,1.9647517193400415e-5,6.210135130577004e-4,SEMA3E/BAIAP2L2/FGF7/PDLIM4/CLDN19/STAP1/GSN/PTK7/CDC42BPG/ANTXR1/TRPM2/PDGFRA/EFS/MICALL2/TNIK/MDK/THSD7A/FLNA/NEDD9/CASS4/ANXA1/TRPV4/DAPK3/EZR/BCAR1/MYH9/SHC1/PARVA
Up-regulated,GO:0001768,establishment of T cell polarity,8/1856,13/16344,2.070408858131158e-5,6.508136855696899e-4,CCL19/CCL21/GSN/CCR7/RIPOR2/DOCK8/TRAF3IP2/MYH9
Up-regulated,GO:0034113,heterotypic cell-cell adhesion,19/1856,60/16344,2.1059493976662763e-5,6.582394586961509e-4,CD200/THY1/TNF/CD2/ITGAX/MYADM/LCK/KLF4/ITGA4/CD44/PERP/ITGAV/ITGB2/ITGB3/DSG2/PTPRC/SIRPA/ITGB1/PARVA
Up-regulated,GO:0061043,regulation of vascular wound healing,7/1856,10/16344,2.1170435308528538e-5,6.582394586961509e-4,TAFA5/SMOC2/SLC12A2/TNF/CXCR4/ALOX5/TNFAIP3
Up-regulated,GO:2000116,regulation of cysteine-type endopeptidase activity,46/1856,218/16344,2.2301931850530094e-5,6.896721736047712e-4,DPEP1/CCN1/F3/AQP1/MMP9/COL4A3/GSN/CCN2/P2RX1/AIM2/THBS1/ATP2A3/CASC2/TNF/S100A8/CRYAB/CD27/PTGS2/NLRP12/MYC/S100A9/MEFV/BIRC3/TNFSF14/ROBO1/MICAL1/CLEC7A/LCK/PYCARD/HGF/KLF4/CD44/TNFAIP8/IFI16/PERP/BAX/SYK/SERPINB9/CARD16/RPS6KA1/CYFIP2/PML/SRC/GPI/CASP2/CARD8
Up-regulated,GO:0051480,regulation of cytosolic calcium ion concentration,64/1856,337/16344,2.3141755803460874e-5,7.11795618019353e-4,ADCY8/CCL19/TRPC4/TACR1/TRPV6/GP1BB/GPR20/NALF1/CEMIP/CD19/CD24/CCL21/CACNA1C/TRPV3/BDKRB2/GPR55/LPAR2/THY1/CXCR3/EPO/P2RX1/FKBP1B/ITPR3/JAK3/CCR2/P2RX5/F2RL1/TRPM2/PDGFRA/CXCL9/MS4A1/CCR7/CXCR4/FPR2/PLCE1/GATA2/CD52/CACNA2D1/BCL2/GPR174/PTGIR/P2RY8/CCL28/SLC35G1/CORO1A/DLG4/LCK/C5AR1/FPR1/CX3CR1/PDE4D/PIK3CG/BAX/ITGAV/PML/PLCG1/ATP2B4/TRPV2/TRPV4/SELENON/PTPRC/P2RY1/SWAP70/PTPN6
Up-regulated,GO:0010634,positive regulation of epithelial cell migration,34/1856,144/16344,2.3366704339348082e-5,7.148712060182374e-4,RAB25/TACR1/ITGA2/SMOC2/FGF7/SOX9/MMP9/TGFB2/ENPP2/ANXA3/THBS1/SRPX2/PTGS2/ITGA3/GATA2/GLIPR2/TGFB1/HBEGF/VEGFC/JUN/ADGRA2/HDAC7/PIK3CG/ZC3H12A/JCAD/ANXA1/PLCG1/SRC/CCBE1/ITGB3/GPI/BCAR1/PLK2/AKT3
Up-regulated,GO:0042102,positive regulation of T cell proliferation,26/1856,98/16344,2.4890802925491787e-5,7.574483166847794e-4,CCL19/VTCN1/CD24/TNFRSF13C/EPO/SLAMF1/SLC7A1/IGFBP2/JAK3/CCR2/CCDC88B/CD6/ZAP70/CD3E/RASAL3/CORO1A/TFRC/PYCARD/PTPN22/IL27RA/IL18/NCK2/ANXA1/SYK/HLA-A/PTPRC
Up-regulated,GO:0061756,leukocyte adhesion to vascular endothelial cell,16/1856,46/16344,2.5302327964582384e-5,7.658974512453747e-4,CCL21/CHST4/ADD2/TNF/CCR2/MDK/CCL28/SPN/FUT4/ALOX5/CX3CR1/KLF4/ITGA4/ITGB2/EXT1/ITGB1
Up-regulated,GO:0060070,canonical Wnt signaling pathway,57/1856,291/16344,2.557358825289838e-5,7.673288922889803e-4,GPC3/WNT10B/ROR2/WNT10A/WNT9A/SHISA3/CTHRC1/IGFBP1/FERMT1/SOX9/LGR6/DKK2/WNT2B/BICC1/WNT4/SFRP5/SOX4/DKK3/PTK7/WNK2/COL1A1/FZD2/IGFBP2/FZD3/FZD7/GPRC5B/TMEM88/CTNND2/MDK/LRRK1/FZD6/PYGO1/DACT1/ZNF703/DACT3/SOX17/TGFB1/FRZB/TPBG/ADGRA2/PRICKLE1/FGFR2/KLF4/MITF/RARG/EXT1/SRC/CCDC88C/CSNK1E/FZD1/TLE3/DAPK3/RBMS3/SMURF2/YAP1/ANKRD6/ILK
Up-regulated,GO:0051962,positive regulation of nervous system development,52/1856,258/16344,2.5617867230763017e-5,7.673288922889803e-4,SPINT1/ADGRB1/RNF112/CLSTN2/NLGN3/THBS2/SLITRK4/TP73/LIF/CLCF1/SEMA7A/PAK3/LRRN1/SRPX2/TNF/DBN1/FZD3/MAP1B/SMARCD3/ROBO2/MDK/FLRT2/MYC/EPHA4/CXCR4/PLXNC1/E2F1/SLIT2/EPHB2/NUMBL/ROBO1/TGFB1/TPBG/SEMA4A/VEGFC/CX3CR1/AGRN/FAIM/SEMA4D/TSPO/TGM2/TRPV2/CLSTN1/LIMK1/PLXNA1/DLG5/TRIM32/GDI1/CUL7/NIN/NAP1L1/ZFYVE27
Up-regulated,GO:0007043,cell-cell junction assembly,33/1856,139/16344,2.7178397799645935e-5,8.038962334236857e-4,PKP3/CDH6/POF1B/CLDN4/CLDN19/ILDR1/CLDN10/CLDN11/GRHL2/CLDN9/CDH11/TNF/GJA5/GJC1/MICALL2/CTNND2/EPHB2/ZNF703/GJA1/ECT2/CLDN7/HEG1/GJA4/HDAC7/EPHA2/RAMP2/PECAM1/TRPV4/VCL/DLG5/MYO1C/ARL2/TLN1
Up-regulated,GO:1902903,regulation of supramolecular fiber organization,68/1856,366/16344,2.7198649380876406e-5,8.038962334236857e-4,STMN2/TACR1/BAIAP2L2/TACSTD2/CCL21/TUBB4A/CIT/WNT4/MAP1A/GSN/ADD2/CCN2/PAK3/AEBP1/RGS4/SPTB/RGCC/CLIP3/CRACD/CDC42EP5/DBN1/MAP1B/NAV3/IQANK1/F2RL1/CRYAB/CCR7/FLNA/KIRREL1/SH3BP1/PLEKHG2/SLIT2/CDC42EP3/TGFB3/FHOD1/MYADM/TNXB/CORO1A/ARHGEF10/WAS/MAP2/FHOD3/PYCARD/HDGFL3/ARHGEF15/TMSB10/NCK2/EFEMP2/ARPC1B/CYFIP2/ARHGAP6/TRPV4/LIMK1/TPM1/ARHGEF2/EMILIN1/DAPK3/VASP/SWAP70/SPTAN1/MID1/LIMA1/RB1/NIN/ARL2/MAPRE1/ARHGEF18/ARPC3
Up-regulated,GO:1902742,apoptotic process involved in development,14/1856,37/16344,2.726024633529016e-5,8.038962334236857e-4,XKR6/CCN1/TGFB2/JAG2/FOXC1/VDR/CRYAB/ROBO2/SLIT2/SLIT3/HAND2/HNF1B/BAX/PPP2R1B
Up-regulated,GO:0002274,myeloid leukocyte activation,46/1856,221/16344,3.199133381919811e-5,9.385765168186277e-4,CXCL6/CXCL8/ITGB6/UBD/CD200/IL1RL1/SPHK1/S100A12/STAP1/IRF4/TSPAN32/ANXA3/PTGDS/SLAMF1/THBS1/ITGB8/TNF/CCR2/F2RL1/ADGRE2/CD2/FPR2/GATA2/LAT/JUN/UNC13D/SYT11/C5AR1/PYCARD/CX3CR1/ITGAM/PIK3CG/ZC3H12A/TRAF3IP2/IL18/ITGB2/RAC2/ANXA1/SYK/HYAL2/PTPRC/SBNO2/PREX1/CBL/JMJD6/PTPN6
Up-regulated,GO:0016049,cell growth,82/1856,466/16344,3.346091165595695e-5,9.766830386924985e-4,KRT17/PAPPA2/SEMA3E/TNR/CDKN2A/IGFBPL1/SPP1/NLGN3/CCN3/SPHK1/IGFBP1/SOX9/DCLK1/TGFB2/CPNE5/SEMA7A/FBLN5/RGS4/BCL11A/SEMA3C/SEMA3G/DBN1/S100A8/MAP1B/CRYAB/RERG/IGFBP7/OLFM1/S100A9/SEMA3A/CXCR4/PLCE1/SLC25A33/SLIT2/GJA1/BCL2/DACT3/SOX17/LTBP4/TGFB1/NDN/SLIT3/RGS2/FRZB/SEMA3D/SEMA4A/EAF2/TMC8/HBEGF/MAP2/CDKN1A/ITGA4/MMP14/SEMA4D/TCHP/DDR1/PRDM11/RPS6KA1/RARG/EXT1/CYFIP2/PML/TRPV2/CLSTN1/VCL/LIMK1/HYAL2/EIF2AK4/PLXNA1/MEAF6/CEACAM1/BCAR1/TRIM32/DPYSL2/GDI1/YAP1/RB1/ITGB1/VGLL4/NIN/ZFYVE27/EXOSC9
Up-regulated,GO:0006874,cellular calcium ion homeostasis,77/1856,431/16344,3.3971314669179504e-5,9.86425913019395e-4,ADCY8/CCL19/TRPC4/TACR1/TRPV6/GP1BB/GPR20/STC2/NALF1/CEMIP/CD19/CD24/CCL21/CACNA1C/STC1/TRPV3/BDKRB2/GPR55/LPAR2/THY1/CXCR3/EPO/P2RX1/ATP2A3/FKBP1B/ITPR3/JAK3/VDR/CCR2/P2RX5/F2RL1/TRPM2/PDGFRA/PKHD1/CXCL9/MS4A1/CCR7/CXCR4/FPR2/SV2A/PLCE1/GATA2/CD52/CACNA2D1/BCL2/GPR174/PTGIR/P2RY8/CCL28/SLC35G1/CORO1A/SLC24A3/DLG4/LCK/C5AR1/KCTD17/FPR1/CX3CR1/PDE4D/PIK3CG/BAX/ITGAV/PML/PLCG1/TGM2/ATP2B4/TRPV2/TRPV4/SELENON/WFS1/PTPRC/ATP13A2/TMEM165/P2RY1/SWAP70/PTPN6/PACS2
Up-regulated,GO:0060562,epithelial tube morphogenesis,60/1856,314/16344,3.413954392201367e-5,9.86425913019395e-4,GPC3/SPINT1/SEMA3E/TACSTD2/OVOL2/CTHRC1/SOX9/SPINT2/WNT2B/GRHL2/WNT4/TGFB2/SOX4/VANGL2/PTK7/ST14/COL4A1/TNF/FZD2/VDR/FZD3/MTHFD1L/PODXL/PKHD1/MDK/MYC/EPHA4/CXCR4/FZD6/ADAMTS12/SLIT2/GJA1/BCL2/SOX17/ITGAX/PRKX/TGFB1/HAND2/PRICKLE1/FGFR2/HNF1B/MMP14/DDR1/SPRY1/EPHA2/ENG/RARG/EXT1/PML/SRC/LUZP1/FZD1/TEAD2/TBX2/DLG5/VASP/KAT2A/C2CD3/YAP1/ILK
Up-regulated,GO:0032835,glomerulus development,19/1856,62/16344,3.528835210247273e-5,0.0010144957908454599,FOXJ1/CD24/COL4A3/PDGFD/JAG1/NOTCH3/FOXC1/CD34/PROM1/PDGFRA/PODXL/COL4A4/PLCE1/ACTA2/SULF1/BCL2/HEYL/PECAM1/EXT1
Up-regulated,GO:0030168,platelet activation,31/1856,129/16344,3.6622882391768204e-5,0.0010475975508165295,PDPN/GP1BB/ADRA2A/SLC7A11/VWF/TSPAN32/P2RX1/PDGFA/DGKA/THBD/PDGFRA/FLNA/FZD6/COL3A1/LCK/PRKG1/PIK3CG/DGKH/FERMT3/SYK/SRC/PEAR1/VCL/ITGB3/MYL12A/P2RY1/CEACAM1/MYH9/TLN1/PTPN6/ILK
Up-regulated,GO:2000117,negative regulation of cysteine-type endopeptidase activity,22/1856,78/16344,3.716598865469905e-5,0.001057843886037479,DPEP1/AQP1/MMP9/THBS1/TNF/CRYAB/CD27/PTGS2/BIRC3/TNFSF14/MICAL1/HGF/KLF4/CD44/TNFAIP8/IFI16/SERPINB9/CARD16/RPS6KA1/SRC/GPI/CARD8
Up-regulated,GO:0010717,regulation of epithelial to mesenchymal transition,24/1856,89/16344,3.776471926619973e-5,0.0010673848322488332,CRB2/PDPN/OVOL2/TGFB2/EPHA3/JAG1/RGCC/FOXC1/COL1A1/MARK1/OLFM1/MDK/PHLDB1/EPHA4/IL17RD/ZNF703/DACT3/TGFB3/GLIPR2/TGFB1/EZH2/SPRY1/ENG/SPRED1
Up-regulated,GO:0007411,axon guidance,45/1856,216/16344,3.789921827177588e-5,0.0010673848322488332,CRMP1/LAMC2/UNC5A/NRXN3/SEMA3E/TNR/LGR6/NFASC/SEMA7A/EPHA3/LAMA2/NOTCH3/SEMA3C/SEMA3G/FZD3/NEXN/ROBO2/FLRT2/EPHA4/PALLD/SEMA3A/BCL11B/PLXNC1/SLIT2/EPHB2/ROBO1/SLIT3/SEMA3D/SEMA4A/NIBAN2/UNC5B/ARHGEF25/EMB/SEMA4D/NEO1/EPHA2/RAC2/EXT1/BSG/PLXNA1/VASP/DPYSL2/KLF7/KIF5B/TRIO
Up-regulated,GO:0031099,regeneration,39/1856,178/16344,3.806091693388603e-5,0.0010673848322488332,WNT10B/PDX1/TNR/SPP1/CCN3/IGFBP1/LGR6/THY1/ANXA3/NNMT/FKBP1B/TNF/KLF5/MAP1B/FZD7/MMP2/MDK/MYC/FLNA/EPHA4/TYMS/RUNX1/CCND1/GJA1/BCL2/FLT3/EZH2/JUN/HGF/CDKN1A/KLF4/PTGFRN/INPP5F/TSPO/CPT1A/MAPK8IP3/ANXA1/YAP1/AKIRIN1
Up-regulated,GO:0008154,actin polymerization or depolymerization,42/1856,197/16344,3.8630399682602906e-5,0.0010780708126057132,BAIAP2L2/CCL21/CIT/GSN/ADD2/DIAPH3/FHDC1/PAK3/SPTB/CRACD/CDC42EP5/DBN1/SPATC1L/IQANK1/F2RL1/CCR7/MICALL2/KIRREL1/SH3BP1/PLEKHG2/SLIT2/CDC42EP3/GAS7/MYADM/MICAL1/CORO1A/WAS/FHOD3/PYCARD/TMSB10/NCK2/ARPC1B/CYFIP2/ARHGAP6/CORO7/VASP/SWAP70/SPTAN1/PREX1/LIMA1/PSTPIP2/ARPC3
Up-regulated,GO:0007219,Notch signaling pathway,38/1856,172/16344,3.925149274716205e-5,0.0010870920807695608,CDH6/KRT19/CCN3/SOX9/TGFB2/JAG2/JAG1/NOTCH3/FOXC1/TSPAN5/DTX1/ROBO2/TMEM100/GATA2/PRAG1/HEYL/ROBO1/LFNG/PTP4A3/SLC35C1/NIBAN2/MAML2/HNF1B/MMP14/APH1B/PERP/NEURL1B/SRC/ARRB1/TBX2/ANXA4/MFNG/LLGL1/YAP1/ZMIZ1/TSPAN14/STAT3/MAML1
Up-regulated,GO:0043410,positive regulation of MAPK cascade,81/1856,461/16344,3.933369353597257e-5,0.0010870920807695608,CHI3L1/CCL19/CCL20/IQGAP3/FGF23/ROR2/CD24/CCL21/ADRA2A/SPHK1/S100A12/TP73/INAVA/GPR55/EDA2R/TGFB2/LIF/CCN2/SEMA7A/EPO/PDGFD/PDGFA/SLAMF1/THBS1/TNF/ALKAL2/BANK1/FZD7/F2RL1/PDGFRA/CCL2/CD27/TNFAIP8L3/TRAF1/CCR7/MAP3K12/TNIK/EPHA4/SEMA3A/FPR2/PLCE1/ACTA2/TGFB3/GLIPR2/ROBO1/TGFB1/TPBG/STK39/FLT3/EZH2/CLEC7A/JUN/C5AR1/PDE5A/PYCARD/HGF/HAND2/FGFR2/PTPN22/PIK3CG/CD44/KSR1/ZC3H12A/JCAD/SH3RF3/MAPK8IP3/SYK/CAVIN3/SRC/WWC1/TRPV4/ARRB1/MTURN/PTPRC/P2RY1/MID1/ANKRD6/SHC1/FGFR3/CSK/TRIM5
Up-regulated,GO:0001503,ossification,71/1856,391/16344,3.965703139643707e-5,0.00109075902220681,GPC3/TACR1/WNT10B/FGF23/RORB/ROR2/SPP1/CTHRC1/SOX9/STC1/VCAN/CCN1/MMP9/WNT4/TGFB2/CCN2/SEMA7A/JAG1/FOXC1/ID4/FSTL3/COL1A1/CDH11/FHL2/MGP/MMP16/OMD/TNF/LOX/COL1A2/ACHE/MMP2/PTGS2/MDK/CTSK/CRIM1/ADAMTS12/RUNX1/GJA1/BCL2/TGFB3/ADAMTS7/TGFB1/MRC2/PDLIM7/ALOX5/VEGFC/SLC24A3/HGF/HAND2/FGFR2/JUNB/HDAC7/MMP14/SEMA4D/PKDCC/TPM4/EPHA2/EXT1/LTBP3/RIOX1/CHSY1/FZD1/SBNO2/COL6A1/SUCO/MYBBP1A/DDX5/YAP1/FGFR3/ILK
Up-regulated,GO:0060491,regulation of cell projection assembly,41/1856,191/16344,4.027385757235599e-5,0.0011024245893370747,EPS8L3/CCL19/TACSTD2/DCDC2/CCL21/STAP1/EPS8L1/CDC42EP5/KLF5/TBC1D30/F2RL1/TRPM2/PODXL/CCR7/SH3YL1/LIMK2/PLCE1/SLIT2/CDC42EP3/EPHB2/TGFB3/RIPOR2/WAS/DPYSL3/KCTD17/AGRN/RAP1GAP/TCHP/CEP135/EPHA2/RAC2/RCC2/SRC/PPP1R16B/RABEP2/YAP1/MYO10/ODF2/WRAP73/AKIRIN1/SEPTIN9
Up-regulated,GO:0097485,neuron projection guidance,45/1856,217/16344,4.265346630733392e-5,0.0011620022892583684,CRMP1/LAMC2/UNC5A/NRXN3/SEMA3E/TNR/LGR6/NFASC/SEMA7A/EPHA3/LAMA2/NOTCH3/SEMA3C/SEMA3G/FZD3/NEXN/ROBO2/FLRT2/EPHA4/PALLD/SEMA3A/BCL11B/PLXNC1/SLIT2/EPHB2/ROBO1/SLIT3/SEMA3D/SEMA4A/NIBAN2/UNC5B/ARHGEF25/EMB/SEMA4D/NEO1/EPHA2/RAC2/EXT1/BSG/PLXNA1/VASP/DPYSL2/KLF7/KIF5B/TRIO
Up-regulated,GO:0031346,positive regulation of cell projection organization,62/1856,330/16344,4.3036638889724646e-5,0.00116688441273988,STMN2/EPS8L3/CCL19/ATP8A2/ROR2/ITGA2/CCL21/ENPP2/EPS8L1/SEMA7A/PROM2/EPO/PAK3/EPHA3/PTK7/FKBP1B/CDC42EP5/DBN1/ALKAL2/MAP1B/F2RL1/ROBO2/CCR7/MDK/S100A9/ITGA3/FLNA/EPHA4/PLXNC1/PLCE1/SLIT2/CDC42EP3/EPHB2/TGFB3/RIPOR2/ROBO1/RGS2/EZH2/DLG4/DPYSL3/HGF/KCTD17/AGRN/SEMA4D/CEP135/ITGA6/RAC2/SRC/TRPV2/LIMK1/FZD1/PLXNA1/HSPA5/KAT2A/GDI1/CUL7/NIN/WRAP73/MARK2/ZFYVE27/AKIRIN1/SEPTIN9
Up-regulated,GO:1903131,mononuclear cell differentiation,73/1856,406/16344,4.3407122279409396e-5,0.0011679872101990137,CCL19/FOXJ1/ITGB6/UBD/POU2AF1/CD19/HLA-G/WNT4/JAG2/SOX4/CLCF1/IRF4/SLAMF1/ITGB8/JAK3/CCR2/FZD7/F2RL1/TRPM2/RIPK3/CD27/PRDM1/MS4A1/CCR7/MDK/MYC/IL7R/CD2/BCL11B/ZAP70/CD3E/RUNX1/THEMIS/BCL2/CD3G/LFNG/IKZF1/SPN/SEMA4A/FLT3/EZH2/JUN/LCK/VSIR/ITGA4/MMP14/ITM2A/PTPN22/ZC3H12A/IFI16/TRAF3IP2/IL18/BAX/LYL1/ANXA1/SYK/BTN2A2/LRRC8A/KLF6/IL15RA/PTPRC/MFNG/ITPKB/KAT2A/PREX1/ENTPD7/MYH9/ITGB1/ZMIZ1/JMJD6/PTPN6/STAT3/ACIN1
Up-regulated,GO:0001767,establishment of lymphocyte polarity,8/1856,14/16344,4.348562764768221e-5,0.0011679872101990137,CCL19/CCL21/GSN/CCR7/RIPOR2/DOCK8/TRAF3IP2/MYH9
Up-regulated,GO:0032526,response to retinoic acid,27/1856,107/16344,4.604685230668419e-5,0.00123100019647916,WNT10B/RORB/WNT9A/TESC/SOX9/AQP1/EPHA3/PTK7/PDGFA/COL1A1/TNF/IGFBP2/FZD7/IGFBP7/MMP2/MYC/TFRC/MICB/HAND2/ZNF35/FGFR2/KLF4/RARG/HSD17B2/TEAD2/TBX2/YAP1
Up-regulated,GO:0001501,skeletal system development,85/1856,492/16344,4.785896218759567e-5,0.0012698578091241296,CHI3L1/EFEMP1/WNT10B/ITGB6/ROR2/COL19A1/PAPPA2/HAPLN3/WNT9A/MDFI/CCN3/TTC9/SOX9/STC1/VCAN/CCN1/WNT2B/MMP9/GRHL2/TGFB2/JAG2/SOX4/CCN2/HOXA3/EVC/ADAMTS4/FOXC1/ITGB8/COL1A1/CDH11/MGP/COL9A2/MMP16/ANXA2/VDR/MTHFD1L/LOX/PDGFRA/COL1A2/TIMP1/MMP2/MDK/TYMS/CTSK/LRRK1/PRELP/ADAMTS12/HOXB4/FBN1/RUNX1/SULF1/GJA1/TGFB3/ADAMTS7/TGFB1/CHST11/FRZB/PCSK5/HYAL3/COL3A1/HAND2/FGFR2/MMP14/CD44/SEMA4D/ARID5B/PKDCC/EPHA2/TNFRSF11B/ENG/RARG/EXT1/LTBP3/SRC/TGM2/TRPV4/CHSY1/HYAL2/BGN/PTPRC/PAPSS1/KAT2A/RB1/FGFR3/PTPN6
Up-regulated,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,63/1856,338/16344,4.794429064338612e-5,0.0012698578091241296,GPC3/CRB2/ITGB6/ROR2/AMH/OVOL2/CCN3/FERMT1/PRDM16/CCN1/TGFB2/SFRP5/RASL11B/PMEPA1/VEPH1/DKK3/LTBP2/THBS1/ITGB8/FSTL3/LOX/INHBB/CDKN2B/COL1A2/ADAMTSL2/ITGA3/TMEM100/IL17RD/CRIM1/FMOD/FBN1/SULF1/ZNF703/TGFB3/LTBP4/CD109/TGFB1/CHST11/VIM/JUN/COL3A1/LRRC32/NEO1/SPRY1/ENG/EXT1/LTBP3/PML/SRC/RBPMS/FZD1/EMILIN1/HSPA5/SMURF2/ZNF8/HTRA1/DDX5/UBE2D1/ZMIZ1/SPRED1/ITGB5/STAT3/ILK
Up-regulated,GO:0051896,regulation of protein kinase B signaling,35/1856,155/16344,4.85038834357068e-5,0.001278759065141376,CHI3L1/CCL19/CCL21/F3/HLA-G/NTS/SFRP5/PHLDA3/PDGFA/THBS1/TNF/MC1R/BANK1/MEIS3/PKHD1/TNFAIP8L3/CCR7/TGFB1/TPBG/HBEGF/CX3CR1/TSPYL5/PIK3CG/CASS4/RCN3/INPP5F/IL18/EPHA2/ENG/CAVIN3/SRC/BTN2A2/HYAL2/ITGB1/TXN
Up-regulated,GO:1990868,response to chemokine,25/1856,96/16344,4.958248555857289e-5,0.0012952575337013494,CXCL6/CXCL5/CXCL8/CCL19/CCL20/ACKR1/CXCL1/CCL21/CXCR3/SLC12A2/FOXC1/CCR2/LOX/CCL2/CXCL9/CCR7/CXCR4/SLIT2/RIPOR2/ROBO1/SLIT3/STK39/CX3CR1/DOCK8/ZC3H12A
Up-regulated,GO:1990869,cellular response to chemokine,25/1856,96/16344,4.958248555857289e-5,0.0012952575337013494,CXCL6/CXCL5/CXCL8/CCL19/CCL20/ACKR1/CXCL1/CCL21/CXCR3/SLC12A2/FOXC1/CCR2/LOX/CCL2/CXCL9/CCR7/CXCR4/SLIT2/RIPOR2/ROBO1/SLIT3/STK39/CX3CR1/DOCK8/ZC3H12A
